関係機関一覧（令和４年２月１日現在）,,,,,,,,,,,,,,,,,,,,,,,
区市町村名,ＨＰ,名称,郵便番号,住所,最寄駅,"交通経路
（最寄り駅から徒歩何分か等）",電話番号,"対応可能な
相談内容",支援の実施内容,,,,,,,,,対象年齢,,,,,備考
,,ゆめ相談支援事業所,136-0073,江東区北砂1-14-4 1階,西大島,都バス（都０７、両28)北砂２丁目下車徒歩３分,03-3644-0701,特定相談支援,○,,,,,,,,,,,,,○,
,,有限会社サン介護センター,136-0074,江東区東砂1-6-5,東大島,徒歩15分,03-5617-3955,計画相談,○,,,,,,,,,,,,,○,
,,のびのび相談支援センター,136-0073,江東区北砂7-9-1太陽ﾍﾞﾆﾔﾋﾞﾙ1階,南砂町,徒歩15分,03-6666-2181,相談支援,○,,,,,,,,,,,,,○,
,,江東区東砂福祉園,136-0074,江東区東砂3-30-6 東砂福祉ﾌﾟﾗｻﾞ1階,"東大島
（バス停/東大島３丁目）","徒歩約１５分
（徒歩３分）",03-3646-6634,計画相談,○,,,,,,,,,,,,,○,
,,江東区亀戸福祉園,136-0071,江東区亀戸9-6-29,亀戸,都営バス7（亀26）で5分亀戸９丁目下車徒歩３分,03-3683-1451,計画相談,○,,,,,,,,,,,,,○,
,,江東区あすなろ作業所,136-0074,江東区東砂3-30-6 東砂福祉ﾌﾟﾗｻﾞ3階,"東大島
（バス停/東砂3丁目）","徒歩約　15分
（徒歩3分）",03-3646-6720,計画相談,○,,,,,,,,,,,,,○,
,,江東区塩浜福祉園,135-0043,江東区塩浜2-5-20,木場,徒歩約13分,03-3647-6987,計画相談,○,,,,,,,,,,,,,○,
,,たんぽぽクラブ,135-0014,江東区石島5-7 深川ﾋﾞﾙ1階 102号室,住吉,徒歩15分,03-5690-4300,障害児相談支援、特定相談支援,○,,,,,,,,,,○,○,○,,
,,なかよし指定訪問介護事業所,135-0032,江東区福住2-4-1,門前仲町,徒歩7分,03-5639-9188,計画相談,○,,,,,,,,○,○,○,○,○,○,
,,江東区障害者福祉センター,135-0011,江東区扇橋3-7-2,住吉,徒歩約12分,03-3699-0316,計画相談,○,,,,,,,,,,,,,○,
,,カレッジケア,136-0071,江東区北砂5-20-13-101,大島,徒歩17分,03-5875-2622,計画相談、障害児相談,○,,,,,,,,,○,○,○,○,○,
,,相談支援センターきりん,136-0076,江東区南砂5-4-2-102,"都営バス
「境川」バス停
(都07・秋26
　亀29・両28
　錦18)",徒歩2分,03-3699-5809,計画相談,○,,,,,,,,,,,,,○,
,,グッドワン,135-0002,江東区住吉1-14-11,住吉,徒歩5分,03-6284-0411,計画相談、障害児相談,○,,,,,,,,,○,○,○,○,○,
,,相談支援ルーム　ボンデイ,135-0064,江東区青海2-4-32タイム24ビル1階,テレコムセンター,徒歩4分,03-5579-6270,計画相談、障害児相談,○,,,,,,,,,○,○,○,○,○,
,,相談支援事業所　デライト江東,136-0071,亀戸6－56－15　ビジョナリーⅣ　East7階,亀戸,徒歩4分,03-6802-9178,計画相談,○,,,,,,,,,,,,,○,
,,相談支援センターＯＨＡＮＡ,136-0071,亀戸２―４４―１２亀戸ビル２階,亀戸,徒歩6分,03-5858-8747,計画相談、障害児相談,○,,,,,,,,,○,○,○,○,○,
品川区,障害福祉主管課,品川区役所障害者福祉課,140-8715,品川区広町2-1-36,JR線大井町,徒歩10分,03-5742-6711,,○,,,,,,,,○,○,○,○,○,〇,R4.4以降　品川区役所障害者支援課
,福祉事務所,品川区役所障害者福祉課,140-8715,品川区広町2-1-36,JR線大井町,徒歩10分,03-5742-6711,,○,,,,,,,,○,○,○,○,○,〇,R4.4以降　品川区役所障害者支援課
,,品川保健センター,140-0001,品川区北品川3-11-22,"京浜急行
新馬場",徒歩2分,03-3474-2903,発達相談・育児相談・精神保健相談,○,○,,,,,,,○,○,○,○,○,○,
,,大井保健センター,140-0014,品川区大井2-27-20,JR線大井町,徒歩10分,03-3772-2666,発達相談・育児相談・精神保健相談,○,○,,,,,,,○,○,○,○,○,○,
,,荏原保健センター,142-0063,品川区荏原2-9-6,東急池上線戸越銀座,徒歩7分,03-3788-7016,発達相談・育児相談・精神保健相談,○,○,,,,,,,○,○,○,○,○,○,
,児童発達支援センター,品川児童学園,140-0004,品川区南品川3-7-7品川区立障害児者総合支援施設内,"①京急線青物横丁駅
②りんかい線品川シーサイド駅",徒歩8分,03-6718-4460,発達相談,○,,○,○,,,,,,○,,,,,
,保育所等訪問支援,品川児童学園,140-0004,品川区南品川3-7-7品川区立障害児者総合支援施設内,"①京急線青物横丁駅
②りんかい線品川シーサイド駅",徒歩8分,03-6718-4460,発達相談,○,,○,,,,,,,○,　,,,,
,,品川区立障害児者総合支援施設,140-0004,品川区南品川3-7-7,京急線青物横丁駅,徒歩８分,03-6712-4406,,,,,,,○,,,,,,,,○,
,,品川区精神障害者地域生活支援センター「たいむ」,141-0031,品川区西五反田2-24-2,"JR線
五反田駅",徒歩5分,03-5719-3381,,,,,,,○,,,,,,,,○,
,"その他のサービス事業所
※法外サービス含む",品川宿,142-0041,品川区戸越5-11-7 ＦＭビル,東急大井町線戸越公園,徒歩1分,050-3702-0047,,,,,,,○,,,,,,,,○,
,,発達障害者支援施設ぷらーす内　リクト事業,141-0021,品川区上大崎1-20-12,"JR線
目黒駅",徒歩13分,03-5793-7095,成人期支援,○,,,,,○,,,,,,,,○,
,,ら・るーと,141-0021,品川区上大崎1-20-12,"JR線
目黒駅",徒歩13分,03-5793-7081,,○,,○,,,,○,,,,○,○,○,○,
目黒区,障害福祉主管課,障害者支援課,153-8573,目黒区上目黒2-19-15,中目黒,徒歩5分,03-5722-9510,生活支援、関係機関紹介等,○,,,,,○,○,,,○,○,○,○,○,
,,発達障害支援拠点　ぽると,153-0043,目黒区東山2-24-30,池尻大橋,徒歩7分,03-6412-7151,発達障害相談、家族支援、普及啓発,○,○,○,,,,○,,,○,○,○,○,○,
,保健所・保健センター,保健予防課,153-8573,目黒区上目黒2-19-15,中目黒,徒歩5分,03-5722-9504,精神保健相談、育児相談、健康相談,○,○,,,,,,,,○,,,,○,
,,碑文谷保健センター,152-0003,目黒区碑文谷4-16-18,都立大学,徒歩10分,03-3711-6447,精神保健相談、育児相談、健康相談,○,○,,,,,,,,○,,,,○,
,児童福祉主管課,子育て支援課児童館係,153-8573,目黒区上目黒2-19-15,中目黒,徒歩5分,03-5722-8703,子育て相談・関係機関紹介,○,,,,,,,,,○,○,○,○,,
,子供家庭支援センター,目黒区子ども家庭支援センター,153-8573,目黒区上目黒2-19-15,中目黒,徒歩5分,03-5722-9743,子どもとその家庭に関する相談、関係機関紹介等,○,,,,,,,,,○,○,○,○,,
,児童発達支援センター,目黒区児童発達支援センターすくすくのびのび園,152-0001,"目黒区中央町2-23-24
ひまわりﾌﾟﾗｻﾞ内",学芸大学,徒歩15分,03-3714-1617,発達相談、療育,○,○,○,,,,,,,○,,,,,
,特別支援教育主管,教育支援課,153-8573,目黒区上目黒2-19-15,中目黒,徒歩5分,03-5722-9305,就学相談,○,,,,,,,,,○,○,○,,,
,教育相談,めぐろ学校サポートセンター,153-0061,目黒区中目黒3-6-10,中目黒,徒歩10分,03-3715-1531,幼児から18歳程度の子どもに関する教育相談,○,,,,,,,,,○,○,○,○,,
,就労支援センター,目黒障害者就労支援センター,152-0001,"目黒区中央町2-32-5
ｽﾏｲﾙﾌﾟﾗｻﾞ中央町",学芸大学,徒歩10分,03-5794-8180,就労支援,○,,,,○,,○,,,,,,○,○,高校生の就労アセスメントを実施
,,地域活動支援センターふれんず,153-0061,"目黒区中目黒5-28-21
SV祐天寺ﾋﾞﾙ3階",祐天寺,徒歩5分,03-3793-1871,発達相談、療育、集団活動,○,,○,,,○,,,,○,○,○,○,○,
大田区,障害福祉主管課,障害福祉課,144-8621,大田区蒲田5-13-14,JR蒲田,徒歩1分,03-5744-1253,障害福祉施策の企画立案･体制整備等,,,,,,,,,○,○,○,○,○,○,
,,障がい者総合サポートセンター,143-0024,大田区中央4-30-11,JR大森,東急バス大田文化の森下車約２分,03-5728-9433,発達障がいに関する相談,○,,○,,○,○,○,○,○,,○,○,○,○,
,福祉事務所,大森地域福祉課,143-0015,大田区大森西1-12-1,ＪＲ大森,京急バス大森西二丁目バス停下車約6分,03-5764-0696,福祉サービス利用相談、支給決定,,,,,,,,,○,○,○,○,○,○,
,,調布地域福祉課,145-0067,大田区雪谷大塚町4-6,東急池上線雪が谷大塚,徒歩2分,03-3726-4139,福祉サービス利用相談、支給決定,,,,,,,,,○,○,○,○,○,○,
,,蒲田地域福祉課,144-0053,大田区蒲田本町2-1-1,JR蒲田,徒歩８分　　　　　,03-5713-1383,福祉サービス利用相談、支給決定,,,,,,,,,○,○,○,○,○,○,
,,糀谷・羽田地域福祉課,144-0033,大田区東糀谷1-21-15,京急線大鳥居,徒歩10分,03-3741-6682,福祉サービス利用相談、支給決定,,,,,,,,,○,○,○,○,○,○,
,保健所・保健センター,大森地域健康課,143-0015,大田区大森西1-12-1,ＪＲ大森,京急バス大森西二丁目バス停下車約6分,03-5764-0662,乳幼児相談、こころの相談、福祉サービス利用相談,○,○,,,,,,,,○,○,○,○,○,
,,調布地域健康課,145-0067,大田区雪谷大塚町4-6,東急池上線雪が谷大塚,徒歩2分,03-3726-4147,乳幼児相談、こころの相談、福祉サービス利用相談,○,○,,,,,,,,○,○,○,○,○,
,,蒲田地域健康課,144-0053,大田区蒲田本町2-1-1,JR蒲田,徒歩８分,03-5713-1702,乳幼児相談、こころの相談、福祉サービス利用相談,○,○,,,,,,,,○,○,○,○,○,
,,糀谷・羽田地域健康課,144-0033,大田区東糀谷1-21-15,京急線大鳥居,徒歩10分,03-3743-4163,乳幼児相談、こころの相談、福祉サービス利用相談,○,○,,,,,,,,○,○,○,○,○,
,児童福祉主管課,障害福祉課,144-8621,大田区蒲田5-13-14,JR蒲田,徒歩1分,03-5744-1316,障害児通所支援の申請・相談,,,,,,,○,,○,○,○,○,○,,
,子供家庭支援センター,子ども家庭支援センター,143-0016,大田区大森北4-16-5,JR大森,徒歩10分,03-5753-7830,総合相談,○,,,,,,,,,○,○,○,○,,
,児童発達支援センター,こども発達センターわかばの家,146-0083,大田区千鳥3-7-5,東急池上線千鳥町,徒歩3分,03-3757-7761,発達相談,○,○,○,○,,,○,○,○,○,,,,,
,"教育関係
※教育相談所含む","教育センター
〔教育相談〕",146-0082,大田区池上1-32-8,東急池上線池上,徒歩7分,03-5748-1201,教育相談,○,,,,,,,,,,○,○,,,
,,"教育センター
〔就学相談〕",146-0082,大田区池上1-32-8,東急池上線池上,徒歩7分,03-5748-1202,就学相談,○,,,,,,,,,○,○,○,,,
,,こども発達センターわかばの家相談支援事業所,146-0083,大田区千鳥3-7-5,東急池上線千鳥町,徒歩3分,03-5741-9088,基本相談支援･計画相談支援,○,,,,,,,,,○,○,○,○,○,
,就労支援センター,障がい者就労支援センター（障がい者総合サポートセンター内）,143-0024,大田区中央4-30-11,ＪＲ大森,東急バス大田文化の森下車約２分,03-5728-9433,障害者就労相談,,,,,○,,,,,,,,,○,
世田谷区,福祉事務所,世田谷総合支所保健福祉課障害支援担当,154-0017,世田谷区世田谷4-22-33,東急世田谷線世田谷駅,東急世田谷線世田谷駅から徒歩6分,03-5432-2866,発達に関する相談、支援情報の引継ぎに係る相談、関係機関紹介,○,,,,,,,,,○,○,○,○,○,
,,北沢総合支所保健福祉課障害支援担当,155-0031,世田谷区北沢2-8-18 北沢ﾀｳﾝﾎｰﾙ内10階,小田急線下北沢駅,小田急線下北沢駅から徒歩5分,03-6804-8727,発達に関する相談、支援情報の引継ぎに係る相談、関係機関紹介,○,,,,,,,,,○,○,○,○,○,
,,玉川総合支所保健福祉課障害支援担当,158-0082,世田谷区等々力3-4-1,東急大井町線等々力駅,東急大井町線等々力駅から徒歩1分,03-3702-2092,発達に関する相談、支援情報の引継ぎに係る相談、関係機関紹介,○,,,,,,,,,○,○,○,○,○,
,,砧総合支所保健福祉課障害支援担当,157-0066,世田谷区成城6-2-1,小田急線成城学園前駅,小田急線成城学園前駅から徒歩3分,03-3482-8198,発達に関する相談、支援情報の引継ぎに係る相談、関係機関紹介,○,,,,,,,,,○,○,○,○,○,
,,烏山総合支所保健福祉課障害支援担当,157-0062,世田谷区南烏山6-22-14,京王線千歳烏山駅,京王線千歳烏山駅から徒歩5分,03-3326-6115,発達に関する相談、支援情報の引継ぎに係る相談、関係機関紹介,○,,,,,,,,,○,○,○,○,○,
,保健所・保健センター,世田谷総合支所健康づくり課保健相談係,154-0017,世田谷区世田谷4-22-33,東急世田谷線世田谷駅,東急世田谷線世田谷駅から徒歩6分,03-5432-2896,乳幼児期の発育に関する相談,,○,,,,,,,,○,,,,,
,,北沢総合支所健康づくり課保健相談係,155-0031,世田谷区北沢2-8-18 北沢ﾀｳﾝﾎｰﾙ内5階,小田急線下北沢駅,小田急線下北沢駅から徒歩5分,03-6804-9667,乳幼児期の発育に関する相談,,○,,,,,,,,○,,,,,
,,玉川総合支所健康づくり課保健相談係,158-0082,世田谷区等々力3-4-1,東急大井町線等々力駅,東急大井町線等々力駅から徒歩1分,03-3702-1982,乳幼児期の発育に関する相談,,○,,,,,,,,○,,,,,
,,砧総合支所健康づくり課保健相談係,157-0066,世田谷区成城6-2-1,小田急線成城学園前駅,小田急線成城学園前駅から徒歩3分,03-3483-3166,乳幼児期の発育に関する相談,,○,,,,,,,,○,,,,,
,,烏山総合支所健康づくり課保健相談係,157-0062,世田谷区南烏山6-22-14,京王線千歳烏山駅,京王線千歳烏山駅から徒歩5分,03-3308-8246,乳幼児期の発育に関する相談,,○,,,,,,,,○,,,,,
,児童発達支援（センター以外）,世田谷区発達障害相談・療育センター「げんき」,157-0074,世田谷区大蔵2-10-18,小田急バス/東急バス「大蔵二丁目」,小田急ﾊﾞｽ/東急ﾊﾞｽ「大蔵二丁目」下車徒歩1分,03-5727-2236,発達相談、保護者相談等,,,○,,,,,,,○,,,,,
,,子育てステーション烏山発達相談室,157-0062,世田谷区南烏山5-17-5,京王線千歳烏山駅,京王線千歳烏山駅から徒歩5分,03-5384-7811,発達相談、保護者相談等,,,○,,,,,,,○,,,,,
,,子育てステーション桜新町発達相談室,154-0015,世田谷区桜新町2-8-1 世田谷目黒農協ﾋﾞﾙ内,東急田園都市線桜新町駅,東急田園都市線桜新町駅北口より徒歩1分,03-5426-3521,発達相談、保護者相談等,,,○,,,,,,,○,,,,,
,放課後等デイサービス,世田谷区発達障害相談・療育センター「げんき」,157-0074,世田谷区大蔵2-10-18,小田急バス/東急バス「大蔵二丁目」,小田急ﾊﾞｽ/東急ﾊﾞｽ「大蔵二丁目」下車徒歩1分,03-5727-2236,発達相談、保護者相談等,,,○,,,,,,,,○,○,○,,
,,子育てステーション烏山発達相談室,157-0062,世田谷区南烏山5-17-5,京王線千歳烏山駅,京王線千歳烏山駅から徒歩5分,03-5384-7811,発達相談、保護者相談等,,,○,,,,,,,,○,○,○,,
,,子育てステーション桜新町発達相談室,154-0015,世田谷区桜新町2-8-1 世田谷目黒農協ﾋﾞﾙ内,東急田園都市線桜新町駅,東急田園都市線桜新町駅北口より徒歩1分,03-5426-3521,発達相談、保護者相談等,,,○,,,,,,,,○,○,○,,
,就労支援センター,発達障害者就労支援センター　ゆに（ＵＮＩ）,158-0098,世田谷区上用賀5-14-1 上用賀ｱｰﾄﾎｰﾙ2F,東急バス「砧公園緑地入口」,東急バス「砧公園緑地入口」より徒歩1分,03-5797-2343,就労・自立に関する相談、関係機関・企業等からの発達障害に関する相談,○,,,,○,,○,○,,,,,,○,
,就労移行支援事業所,就労支援施設　ゆに（ＵＮＩ）,158-0098,世田谷区上用賀5-14-1 上用賀ｱｰﾄﾎｰﾙ2F,東急バス「砧公園緑地入口」,東急バス「砧公園緑地入口」より徒歩1分,03-5797-2343,就労・自立に関する相談,,,,,○,,,,,,,,,○,
